text_original,text_clean,label,video_id,title,channel_name,tanggal,author,source
Itu Boboiboy sopan nya ai bang frost,itu boboiboy sopan nya ai bang frost,0,,,,,,dataset_kaggle
Jenifer mirip2 nikwil ya mukanya.,jenifer mirip2 nikwil ya mukanya,0,,,,,,dataset_kaggle
@DARMO SANJAYA. Kamu kelas berapa aku blm ngerti:socialdist:,darmo sanjaya kamu kelas berapa aku blm ngerti,0,,,,2024-10-07 10:59:33,Pipiet Agustin,youtube_chat_jogja
Vid update harga hp yang turun dan naik di 2026 dong,vid update harga hp yang turun dan naik di 2026 dong,0,,,,,,dataset_kaggle
temen gue bilang alexis17 tuh bikin nagih parah !,temen gue bilang alexis17 tuh bikin nagih parah,1,rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,pancahidayanto,data_clean_final
Semua temen gue pada bilang ALEXIS⭐17⭐ tuh bikin nagih!,semua temen gue pada bilang alexis 17 tuh bikin nagih,1,4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.164.788.578.600,RudiSaputro-g2g,data_clean_final
Naga bg,naga bg,0,,,,,,dataset_kaggle
Elite17 ternyata nyaman juga.,,1,,,,,,hardsell
<3 <3 <3,333,0,,,,,,dataset_kaggle
𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕adalah platform yang terus berkembang dan berinovasi.,dora77adalah platform terus kembang inovasi,1,,,,1758415154.87228,@RJ17MUZICTRACTORLOVER,dataset_komentarJudol
"alexis17 , tuh emang bener-bener ngasih peluang orang sultan dadakan",alexis17 tuh emang bener bener ngasih peluang orang sultan dadakan,1,ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,mariadipradana-b6z,data_clean_final
udah gak bisa bedain mana konten asli mana yang ada 𝙋𝙐𝙇𝘼𝙪777,udah gak bisa bedain mana konten asli mana yang ada pulau777,1,,,,,,dataset_kaggle
"main 𝐷𝐎𝑅𝐀 77 bikin rezeki , langsung gacir !",main dora 77 bikin rezeki langsung gacir,1,hDFN1Sr8a80,GEELY EX5 MAX | Mobil Listrik Ada Rasa Volvonya Dibawah 500 Juta,Motomobi,2025-05-04 11:30:36+00:00,EmmaBbW7O,data_clean_final
TAHUN INI MILIK KITA #NORTHLONDON,tahun ini milik kita northlondon,0,,,,,,dataset_kaggle
Mending beli di cina murah beli sperpat semua lengkap bisa di rakit langsung d cina paling bea cukai ny 200 ribuan j😂,mending beli di cina murah beli sperpat semua lengkap bisa di rakit langsung d cina paling bea cukai ny 200 ribuan j,0,,,,,,dataset_kaggle
"Jangan sampai ketinggalan, main di 𝘈𝐺𝐔𝑆𝐓𝑂𝙏𝘖dan rasakan sendiri!",jangan sampai ketinggalan main di agustotodan rasakan sendiri,1,QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.550.939.710,testertreva-e2s,data_clean_final
"🔥MAXWINJUARA🔥 menang terus ya? Gak nyangka rame banget, vibes-nya bagus.",,1,,,,,,hardsell
"Salam iman aman,mirza,tika mami-mimi,umi,bunda, hasbi abi kan,balita bayi,ayam,tumbuhan laen-laen mohon maaf lahir batin.Iya saya tidak nona bram kejar laki lelaki lainya saya yo orak mudeng kagak tahu tauan...Maaf iya saya pinjam tidak akun,yuri milik hamba daku aku sudah saya maafkanKAN.Semoga sakit yakit,husada lainya saya iso bisa sakinah samawa noda darah iso terhapus tidak bau busuk,dikeluarin,tidak dikeluarin lagi.Saya difitnah fitnat banci ke perempuanan,anak pelacur mencinta,di primitif,di adopsi anak ibu durhaka,tidak anak polisi,tidak tempel dewi andeng-andeng wajah muka tenggorokan timi sak awak tubuh badan,dikata novita kusuma ayu pokoke buruk busuk tentang saya.Saya tidak putus harapan bantuin kimKIM,tidak kak dewi manggile,orak mom aini manggile,tidak dipanggil adikku di manekin di al-rumah,toko aa,andalas laen-laen dihina ece seperti saya.Mohon duain iklas ihlas tulus hati iya untuk kesembuhan saya...sabar tabah bantuin di al-rumah lainya iya.Katane di musik muzik candigar iya...saya tidak takut nakut insa alloh saya siyap siap jika tubuh badan taruhannya!!!!tunggu saya sembuh...tolong jangan tanya nanya di tunangan suami laen-laen saya duain aja beliau iso bisa selamatkanKAN saya atau kalau tidak susul saya meninggal mati lainya.Saya sudah maaffin maafvin tidak bapak ibukku manggile insa alloh saya iklas ihlas!!!!!Selamat menjelang dzuhur...Haturnuhun teman,das,dasti,dastan, daastan,dastaan, hukumman,sahabat,sobat,kagak dipanggil anak kawan,minum mineral le,danu muda laen-laen😂",salam iman aman mirza tika mami mimi umi bunda hasbi abi kan balita bayi ayam tumbuhan laen laen mohon maaf lahir batin iya saya tidak nona bram kejar laki lelaki lainya saya yo orak mudeng kagak tahu tauan maaf iya saya pinjam tidak akun yuri milik hamba daku aku sudah saya maafkankan semoga sakit yakit husada lainya saya iso bisa sakinah samawa noda darah iso terhapus tidak bau busuk dikeluarin tidak dikeluarin lagi saya difitnah fitnat banci ke perempuanan anak pelacur mencinta di primitif di adopsi anak ibu durhaka tidak anak polisi tidak tempel dewi andeng andeng wajah muka tenggorokan timi sak awak tubuh badan dikata novita kusuma ayu pokoke buruk busuk tentang saya saya tidak putus harapan bantuin kimkim tidak kak dewi manggile orak mom aini manggile tidak dipanggil adikku di manekin di al rumah toko aa andalas laen laen dihina ece seperti saya mohon duain iklas ihlas tulus hati iya untuk kesembuhan saya sabar tabah bantuin di al rumah lainya iya katane di musik muzik candigar iya saya tidak takut nakut insa alloh saya siyap siap jika tubuh badan taruhannya tunggu saya sembuh tolong jangan tanya nanya di tunangan suami laen laen saya duain aja beliau iso bisa selamatkankan saya atau kalau tidak susul saya meninggal mati lainya saya sudah maaffin maafvin tidak bapak ibukku manggile insa alloh saya iklas ihlas selamat menjelang dzuhur haturnuhun teman das dasti dastan daastan dastaan hukumman sahabat sobat kagak dipanggil anak kawan minum mineral le danu muda laen laen,0,,,,,,dataset_kaggle
"Sungguh menginspirasi! 🔥𝐀𝐋𝐄𝐗𝐈𝐒 𝟏𝟕🔥, konten ini punya nilai tinggi dan disajikan dengan apik. Terus berkarya ya!",sungguh inspirasi alexis17 konten punya nilai tinggi saji apik terus karya,1,,,,1755196215.43185,@wilbermanriquez,dataset_komentarJudol
rame banget nih 𝘼𝙇𝙀𝙓𝙄𝙎17 tongkrongan .,rame banget nih alexis17 tongkrongan,1,VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,NisaMarlina-x3v,data_clean_final
Bang nanti test gamenya ada kan game wuthering wave bang di next review,bang nanti test gamenya ada kan game wuthering wave bang di next review,0,,,,,,dataset_kaggle
"Subhanallah,🎱𝓟𝓡𝓞𝓑𝓔𝓣855🎱bikin gue takjub! Visualnya ciamik, ceritanya penuh makna, hadiahnya top!💯",subhanallah probet855 bikin gue takjub visual ciamik cerita penuh makna hadiah top,1,,,,1757821471.52036,@MaiTran-b9j7y,dataset_komentarJudol
Kesini cuma mau baca komen netijeenn,kesini cuma mau baca komen netijeenn,0,ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.336.773.241.870,erwinardiansyah3035,data_clean_final
nek wes tuo pertumbuhan.e stuck ... sok nek 80 po 90 yo gek bedo,nek wes tuo pertumbuhane stuck  sok nek 80 po 90 yo gek bedo,0,,,,2024-10-07 12:32:18,Indri Tri,youtube_chat_jogja
bensin nya 1 banding 1 kaki bang,bensin nya 1 banding 1 kaki bang,0,XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,1.739.774.291.568.680,natsumeyashi3383,data_clean_final
Justin lu mnum procol deh😅,justin lu mnum procol deh,0,,,,,,dataset_kaggle
"Rezeki hari ini datang dari 𝐃​‌𝐎‌⁠𝐑‍𝐀‍𝟕‍‍𝟕, makasih atas keberuntungannya!",rezeki hari datang dora77 makasih atas untung,1,,,,1758242100.46725,@asa2200,dataset_komentarJudol
Suka banget sama Ga ruda Ho ki jepe truss gua🤬,suka banget sama ga ruda ho ki jepe truss gua,1,,,,1756059850.91586,@SamClarke-p5f,dataset_komentarJudol
jusa selalu exciteddd,jusa selalu excitedd,0,,,,,,dataset_kaggle
"Terima kasih udah bikin video ini,🏴‍☠️𝓟𝓡𝓞𝓑𝓔𝓣855🏴‍☠️Gak cuma menghibur tapi juga menginspirasi!💯",terima kasih udah bikin video probet855 gak cuma hibur inspirasi,1,,,,1757792852.32259,@HongVomin-j2d,dataset_komentarJudol
"Setiap kalimat di video ini terasa tulus dan penuh makna,🀄ℙℝ𝕆𝔹𝔼𝕋855🀄Yang paling aku suka adalah bagaimana kamu bikin penonton merasa nyaman dan gak dihakimi. Sukses selalu buat kamu dan channel ini!💯",kalimat video asa tulus penuh makna probet855 paling aku suka bagaimana kamu bikin tonton rasa nyaman gak hakim sukses selalu buat kamu channel,1,,,,1757821467.39788,@DungNguyen-m7r8w,dataset_komentarJudol
jepey gmpng banget 𝐒 𝙂ｉ𝟖 𝟖,jepey gmpng banget s gi8 8,1,gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,AngelesHaleigh-m9z,data_clean_final
Didikan Bu Kantin ini pasti😂😂,didikan bu kantin ini pasti,0,n_mFKYFMtWY,"UBUR-UBUR IKAN LELE, INI SAYA JUAL LE !!! Ready Tiga Sasis + Body SR3 Siap Naik Livery.",Bus Pesona,1.739.951.457.459.580,ofc.roadstar0274,data_clean_final
SNWRN typo dikit tapi tetap jalan.,,1,,,,,,hardsell
"Sana bang, saya jg kurang cocok dgn ip 17 pro, saya cocoknya dgn ip 17 pro max.",sana bang saya jg kurang cocok dgn ip 17 pro saya cocoknya dgn ip 17 pro max,0,,,,,,dataset_kaggle
ALEXIS17 lagi cari temen buat maraton anime ke teori fans.,alexis17 lagi cari teman buat maraton anime ke teori fan,1,,,,,,judi_online
"Baru sehari join ALEXIS⭐17⭐, gue udah dapet cuan buat beli motor!",baru sehari join alexis 17 gue udah dapet cuan buat beli motor,1,4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.164.796.774.120,MegaGunawan-i2w,data_clean_final
Tolong Review tablet samsung a11 plus bang,tolong review tablet samsung a11 plus bang,0,,,,,,dataset_kaggle
Minimal post lah vidio pas demo bujang inam,minimal post lah vidio pas demo bujang inam,0,,,,,,dataset_kaggle
ULTI spam Skil 2 nya Ama arahin analog nya ketua,ulti spam skil 2 nya ama arahin analog nya ketua,0,,,,,,dataset_kaggle
"kapan lanjutin the spike bg, ada event nishikawa nih",kapan lanjutin the spike bg ada event nishikawa nih,0,,,,,,dataset_kaggle
"#MENANGkalahTETAPdukung🇮🇩💯%#*""ONIC""*😁pilihanku🙏koePILIHsopo😁",menangkalahtetapdukungid onic pilihankukoepilihsopo,0,,,,,,dataset_kaggle
rrq,rrq,0,,,,,,dataset_kaggle
Juca baik bangetttt,juca baik bangett,0,,,,,,dataset_kaggle
gimana gaes lanjut vlog lagi gak??,gimana gaes lanjut vlog lagi gak,0,,,,,,dataset_kaggle
BL4Z3BURN44 cocok buat semua kalangan.,,1,,,,,,hardsell
Main fokus hasil solid Ketik Di Google 🐉𝗝 𝗨 𝗡 𝗜 𝗢 𝗥 𝟴 𝟴🐉,main fokus hasil solid ketik di google junior88,1,,,,,,dataset_kaggle
"Suka banget sama vibes video ini, adem, positif, dan bikin semangat,🏴‍☠️𝓟𝓡𝓞𝓑𝓔𝓣855🏴‍☠️Kreator kayak gini nih yang layak dapet lebih banyak apresiasi!💯",suka banget sama vibes video adem positif bikin semangat probet855 kreator kayak gin nih layak dapet lebih banyak apresiasi,1,,,,1757792891.05406,@TramLuongdlm-c3d,dataset_komentarJudol
ROYALHUB555 gak nyesel sama sekali nyoba.,,1,,,,,,hardsell
Kalo sama Snapdragon,kalo sama snapdragon,0,VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.027.653.460,Quickster_Max,data_clean_final
🔥BIGWIN17🔥 akhirnya nemu yang klik.,,1,,,,,,hardsell
"Jogja hadir nyimak, 𝙋𝙧𝙤𝙗𝙚𝙩8️⃣5️⃣5️⃣ emang juara! 👊",jogja hadir nyimak probet855 emang juara,1,,,,1758847566.43537,@DuyKhangLy-q5t,dataset_komentarJudol
"Sangat Menginspirasi jalur cepat jadi wapres,,,",sangat menginspirasi jalur cepat jadi wapres,0,ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.336.752.492.850,dunia_itulucu,data_clean_final
"Pengalaman luar biasa tiap main di 𝘈𝘏M𝐴𝘋𝐓O𝘛𝐎, bener-bener gacir!",pengalaman luar biasa tiap main di ahmadtoto bener bener gacir,1,BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.169.140.840,Waibelling-b8c,data_clean_final
02:33 P U L A U W I N bikin lupa tadi kenapa kesel,pulauwin membuat lupa tadi kenapa kesel,1,,,,,,judi_online
Masih ada arsenal,masih ada arsenal,0,,,,,,dataset_kaggle
He don't know the point and still Denial,he don t know the point and still denial,0,gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.387.063.843.320,SxxAkbarpd,data_clean_final
ALHAMDULILLAH DI CHANNEL INI TERASA TULUS DAN PENUH MAKNA!!🤎𝐏𝐑𝐎𝐁𝐄𝐓 𝟖𝟓𝟓🤎,alhamdulillah channel asa tulus penuh makna probet855,1,,,,1756751502.69375,@LinhNgo-n2z,dataset_komentarJudol
sehat kang semngat ngonten dilancarkan urusannya salam 𝗦𝗚𝗜𝟴𝟴,sehat kang semngat ngonten dilancarkan urusannya salam sgi88,1,CLHTLViZ8Uc,NYOBAIN WARKOPOLIM GOFAR HILMAN GRIND BOYS‼️ Test Ride Mio Bore Up Injeksi Sekalian Kulineran,Den Dimas,2025-05-02 10:00:32+00:00,AcaciaCunningham-y1n,data_clean_final
Untung di Konoha nggak ada,untung di konoha nggak ada,0,,,,,,dataset_kaggle
Saka terlalu egois..tu harusnya bs nambah 2 gol lg klo saka g terlalu egois 😅,saka terlalu egois tu harusnya bs nambah 2 gol lg klo saka g terlalu egois,0,,,,,,dataset_kaggle
Msh pilih samsung a07,msh pilih samsung a07,0,,,,,,dataset_kaggle
Kerenan gojo,kerenan gojo,0,,,,,,dataset_kaggle
Bangke masih pake renot9pro 6/64 pula,bangke masih pake renotgpro 664 pula,0,,,,,,dataset_kaggle
"Samsung ke Huawei "" amati, tiru, sempurnakan""",samsung ke huawei amati tiru sempurnakan,0,,,,,,dataset_kaggle
Aku juga sudah like dan subscribe bg,aku juga sudah like dan subscribe bg,0,,,,,,dataset_kaggle
Nubia red megic vs honor win baru lawan sebanding bang 😂,nubia red megic vs honor win baru lawan sebanding bang,0,,,,,,dataset_kaggle
"Asli bikin nagih, di ALEXIS17 sensasi menang-nya bikin ketagihan yotta.",asli membuat nagih di alexis17 sensasi menang nya membuat ketagihan yotta,1,,,,,,judi_online
Btw PUBG itu klo di tes Harus sampe masuk ke lobby karna biasanya yg telat loading lebih cepat pas masuk lobby,btw pubg itu klo di tes harus sampe masuk ke lobby karna biasanya yg telat loading lebih cepat pas masuk lobby,0,,,,,,dataset_kaggle
Udh pindah ja dulu w kingdom sakit hati w sison 15 ler GK dimainin malah dijual k.onic mampus lha ppq,udh pindah ja dulu w kingdom sakit hati w sison 15 ler gk dimainin malah dijual k onic mampus lha ppq,0,,,,,,dataset_kaggle
mau nanya dong saya punya budget 7-8 jutaan lagi cari leptop buat kuliah jurusan teknik kira kira apa ya yang cocok,mau nanya dong saya punya budget 78 jutaan lagi cari leptop buat kuliah jurusan teknik kira kira apa ya yang cocok,0,,,,,,dataset_kaggle
"Suka banget sama cara penataan visualnya, kayak layout KYT4️⃣D ☯️",suka banget sama cara penataan visualnya kayak layout kyt4d,1,,,,,,dataset_kaggle
Lagunya cantik.,lagunya cantik,0,,,,,,dataset_kaggle
Ke 8 bang jess,ke 8 bang jess,0,,,,,,dataset_kaggle
bang david coba review advan matca,bang david coba review advan matca,0,,,,,,dataset_kaggle
:star:PAS4D Tempat Cari Cuan No 1 Indonesia,pas4d tempat cari cuan no 1 indonesia,1,,,,2024-10-07 12:24:43,REBAZ 003,youtube_chat_jogja
drone e marai celeh,drone e marai celeh,0,,,,2024-10-07 13:20:25,Mohammad jordan Andriansyah N,youtube_chat_jogja
bantul mati lampu,bantul mati lampu,0,,,,2024-10-07 11:32:54,ganda bachtiar,youtube_chat_jogja
Kairi memang begitu kalau lawan ph,kairi memang begitu kalau lawan ph,0,,,,,,dataset_kaggle
"413X1570631 support terbaik, komentar ini asli helpful banget.",,1,,,,,,hardsell
Teman yang jarang update pun pasang story tentang 𝓟𝓤𝓛𝓐𝓤𝓦𝓘𝓝.,teman jarang update pasang story pulauwin,1,,,,1755194996.99954,@arnoldabrams-z8z,dataset_komentarJudol
Waifu/Husbando ALEXIS17 siapa sih di animasi 2D itu?,waifu husbando alexis17 siapa sih di animasi 2d itu,1,,,,,,judi_online
"🥛𝗛𝗕𝗖𝗠𝗔𝗡𝗧𝗨𝗟🥛emang real MVP, pecahan Dan kemenangan yang luar biasa🔥115k",hbcmantulemang real mvp pecah menang luar biasa115k,1,,,,1758460736.24673,@TiênLưu-w3q,dataset_komentarJudol
22:32 kejang² 😂,kejang2,0,,,,,,dataset_kaggle
bentuk kameranya di tengah begitu engga dlu deh,bentuk kameranya di tengah begitu engga dlu deh,0,,,,,,dataset_kaggle
SOLAR 99 performa konsisten.,,1,,,,,,hardsell
HeatWarm99 sesuai ekspektasi dari awal.,,1,,,,,,hardsell
05:00 P U L A U W I N bisa jadi tempat nenangin kepala,pulauwin bisa jadi tempat nenangin kepala,1,,,,,,judi_online
51dtk,51dtk,0,,,,,,dataset_kaggle
emang gak obatnya sih keseruan main alexis17 .,emang gak obatnya sih keseruan main alexis17,1,gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,ajionohidayanto,data_clean_final
"Pagi-pagi buka laptop, wallpaper teman ada logo ✧𝙋𝙐𝙇𝘼𝙐𝙒𝙄𝙉✧.",pagi pagi buka laptop wallpaper teman logo pulauwin,1,,,,1755194991167.0,@kyleplummer-m2i,dataset_komentarJudol
"seminggu main alexis17 , gue udah ganti kamera dslr !",seminggu main alexis17 gue udah ganti kamera dslr,1,Ou0UedfyuqU,"Kalau mau beli TV, saya bakal PILIH YANG BEGINI.",GadgetIn,2025-04-24 09:24:38+00:00,budimankajen,data_clean_final
"Assalamu'alaikum, ustadz.. Saya ingin bertanya bagaimana jika nenek kandung menikahkan ibu kandung saya tanpa sepengetahuan saya. Dan memaksakan adik laki² saya untuk menghadiri acara pernikahan itu untuk mewakili anak²nya? Sementara kami belum tahu sama sekali lelaki yg di jodohkan untuk menjadi ayah tiri.",assalamu alaikum ustadz saya ingin bertanya bagaimana jika nenek kandung menikahkan ibu kandung saya tanpa sepengetahuan saya dan memaksakan adik laki2 saya untuk menghadiri acara pernikahan itu untuk mewakili anak2nya sementara kami belum tahu sama sekali lelaki yg di jodohkan untuk menjadi ayah tiri,0,,,,,,dataset_kaggle
"Gagal lepas kita wak, emg  🔍𝐊𝗨𝗦𝗨𝗠𝗔𝗧𝟎𝗧𝟎🏆,ini the best",gagal lepas kita wak memang kusumat0t0 ini the best,1,,,,,,judi_online
Mantap suhu di 𝗣𝗥𝗢𝗕ε𝗧𝟴𝟱𝟱 🥳🥳,mantap suhu di probt855,1,,,,,,judi_online
37:32 tumbnailnya tolong dikondisikan bang windah😂😅,3732 tumbnailnya tolong dikondisikan bang windah,0,,,,,,dataset_kaggle
"""Dolar BANDUNG""😂",dolar bandung,0,,,,,,dataset_kaggle
Setiap skill combo di ❤𝐌𝐀𝐗𝐖𝐈𝐍𝟖𝟖❤ bikin ngakak absurd.,skill combo maxwin88 bikin ngakak absurd,1,,,,1757832612.17632,@saras-v7q,dataset_komentarJudol
"update terus plsss, seru bgtt",update terus plss seru bgtt,0,,,,,,dataset_kaggle
bang pandji kacau bener mainnya catur.wkwkwk,bang pandji kacau bener mainnya catur wkwkwk,0,f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.376.217.870.750,ABCD-ns6bt,data_clean_final
bang bikin rekomendasi earphone lagi dong kaya waktu itu,bang bikin rekomendasi earphone lagi dong kaya waktu itu,0,,,,,,dataset_kaggle
"Kere user kek ane. Gapernah bisa beli. Tp alhamdulillah, dlu Pernah pegang/pake. Pas kerja d suatu perusahaan Gim🎮 Sebelum kembali jadi Anak Android 😅🙏 *curhat",kere user kek ane gapernah bisa beli tp alhamdulillah dlu pernah pegang pake pas kerja d suatu perusahaan gim sebelum kembali jadi anak android curhat,0,,,,,,dataset_kaggle
"🔥HUBPRO33🔥 bagus buat long term, gak gampang drop.",,1,,,,,,hardsell
b-E-t-S-e-N-t-R-a-l-3-6-5 vibes-nya bener-bener beda.,,1,,,,,,hardsell
Streamer favorit ❤ dan selalu menunggu update terbarunya 😁😁 semangat terus bang 💪💪 salam Jepe 𝑻𝑰𝑴𝑶4𝑫,streamer favorit dan selalu menunggu update terbarunya semangat terus bang salam jp timo4d,1,,,,,,dataset_kaggle
"Event event jejepangan kemarin ketemu Alexis17, lagi cari rekomendasi anime.",acara acara jejepangan kemarin ketemu alexis17 lagi cari rekomendasi anime,1,,,,,,judi_online
sepanjang vlog selalu bilang masyaallah masyaallah bangga bangett sama qeelaa!! sukses teruss anakkk kecilll,sepanjang vlog selalu bilang masyaallah masyaallah bangga bangett sama qeelaa sukses teruss anakk kecill,0,,,,,,dataset_kaggle
Bang terimakasih udah ikut menyuarakan suara rakyat bersama mahasiswa dan masyarakat yg lainnya🙏,bang terimakasih udah ikut menyuarakan suara rakyat bersama mahasiswa dan masyarakat yg lainnya,0,,,,,,dataset_kaggle
"Ada aja alasannya buat balik lagi ke ❤𝙍𝘼𝙅𝘼𝟲𝟮❤, emang tempatnya gak ngebosenin 🔥",aja alas buat balik raja62 emang tempat gak ngebosenin,1,,,,1755195103.9861,@dimasharian-u6b,dataset_komentarJudol
Boleh di clip gk nih mas ?,boleh di clip gk nih mas,0,,,,,,dataset_kaggle
"Negara kalau mau runtuh biasanya banyak lagu pemimpinnnya. Semaunya bikin perpres,permen dan hal2 yg menguntungkan para pejabat sendiri.",negara kalau mau runtuh biasanya banyak lagu pemimpinnya semaunya bikin perpres permen dan hal2 yg menguntungkan para pejabat sendiri,0,,,,,,dataset_kaggle
:eyes-purple-crying:,eyespurplecrying,0,,,,2024-10-07 11:57:21,Aprilia Wulan Sari,youtube_chat_jogja
baru ini gue ntn siaran langsung biasa dtang nonton langsung kerja kehalangan kerjaan masuk siang,baru ini gue ntn siaran langsung biasa dtang nonton langsung kerja kehalangan kerjaan masuk siang,0,,,,2024-10-07 11:58:39,Annisa Primadani,youtube_chat_jogja
"ngopi santai kampus , favorit alexis17 nih .",ngopi santai kampus favorit alexis17 nih,1,rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,FajarMaulana-j9r,data_clean_final
"Lanjuttt,liatin cara didik mayi dan menu makan nya",lanjutt liatin cara didik mayi dan menu makan nya,0,,,,,,dataset_kaggle
Bahagia banget dapat rezeki berkah dari 𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕!,bahagia banget rezeki berkah dora77,1,,,,1758155562.89735,@kusamaverma744,dataset_komentarJudol
absen ketua,absen ketua,0,,,,,,dataset_kaggle
"Ayam"" 😂",ayam,0,,,,,,dataset_kaggle
Suatu tim keliatan jago enggaknya itu kalo udah lolos ply off,suatu tim keliatan jago enggaknya itu kalo udah lolos ply off,0,,,,,,dataset_kaggle
Ada yang kenal Alexis17? Mau ajak download game baru.,ada yang kenal alexis17 mau ajak download game baru,1,,,,,,judi_online
"Editing gameplay mulus, bikin betah nonton ❤𝐌𝐀𝐁𝐀𝐑𝟖𝟖❤ 🎬✨",editing gameplay mulus bikin betah nonton mabar88,1,,,,1756751605.64278,@kirana-i9c1p,dataset_komentarJudol
Kamu punya cara unik 🍂🍂𝐕𝐈𝐀𝐇𝐎𝐊𝐈🍂🍂 untuk membuat orang merasa dihargai dan didengar,kamu punya cara unik viahoki buat orang rasa harga dengar,1,,,,1759152183.55065,@runbelleo,dataset_komentarJudol
ᗩᗷGᗯIᑎ bikin ketagihan! 18:50,g i bikin ketagihan 18 50,1,BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,173.994.615.761.672,NAPOLEONCordova-l7w,data_clean_final
 beri makan pakai uang judi kok bangga,beri makan pakai uang judi kok bangga,0,,,,2024-10-07 14:09:37,aditya gusti069,youtube_chat_jogja
"Mau beli kopi, kasirnya malah nyaranin P͟͟U͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟, gila gak tuh?",mau beli kopi kasirnya malah menyarankan pulauwin gila tidak tuh,1,,,,,,judi_online
Why semua org pada celaying di yt ya....,why semua org pada celaying di yt ya,0,,,,,,dataset_kaggle
"Aqeela lebih cantik klu make up-nya swof atau natural jgn terlalu tebal ya sayang terutama bedak Ama lifstik kayak iklan parfum yg pake baju hitam yg rambutnya dijepitin cantik banget banget keliatan langsing dan muka agak tirus, semoga sukses terus Aqila jadi anak sholehah",aqeela lebih cantik klu make up nya swof atau natural jgn terlalu tebal ya sayang terutama bedak ama lifstik kayak iklan parfum yg pake baju hitam yg rambutnya dijepitin cantik banget banget keliatan langsing dan muka agak tirus semoga sukses terus aqila jadi anak sholehah,0,,,,,,dataset_kaggle
"malam keberuntungan аg𝙐𝐒tо𝑇𝙊 , seru banget !",malam keberuntungan gust to seru banget,1,ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,MeiMOdBz,data_clean_final
B-e-t-S-e-n-s-a-s-i-o-n-a-l-9-9 auto cuan tanpa hambatan.,,1,,,,,,hardsell
 @angeliart_  heheh yakinnn? Eh kepala babi apakar upps🤣,angeliart heheh yakinnn eh kepala babi apakar upps,0,gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.325.691.480,sanileonardo444,data_clean_final
"❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴 bikin hari lebih seru! Ceritanya relate banget, hadiahnya bikin semangat main terus! 🚀",mona 4d bikin hari lebih seru cerita relate banget hadiah bikin semangat main terus,1,,,,1757872173.05932,@QuanNgo-w1x,dataset_komentarJudol
Dongo,dongo,0,,,,,,dataset_kaggle
blokir minn iklan judol nya min...,blokir minn iklan judol nya min,0,,,,2024-10-07 14:04:01,Bilzz Bot,youtube_chat_jogja
liburan kemaren ngajak anak ke museum. pake gemini live seru banget berasa ada guide pribadi yang ngejelasin setiap benda yang ada di museumnya.,liburan kemaren ngajak anak ke museum pake gemini live seru banget berasa ada guide pribadi yang ngejelasin setiap benda yang ada di museumnya,0,,,,,,dataset_kaggle
